name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source
Suldal I,NORSK HYDRO RJUKAN NÆRINGSPARK,,34,Suldal,NO,180.0,Hydro,Reservoir,,1965.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Suldal II,NORSK HYDRO RJUKAN NÆRINGSPARK,,34,Suldal,NO,150.0,Hydro,Reservoir,,1967.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sundal,SUNDAL KRAFTVERK AS,,77,Volda,NO,4.2,Hydro,Reservoir,,2006.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sundfossen,NTE ENERGI AS,,6,Steinkjer,NO,2.2,Hydro,Reservoir,,1998.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sundli,SUNDLIKRAFT AS,,59,Orkland,NO,1.35,Hydro,Reservoir,,2015.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sundsbarm,SKAGERAK KRAFT AS,,20,Seljord,NO,111.0,Hydro,Reservoir,,1970.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sundsfjord,SKS PRODUKSJON AS,,38,Gildeskål,NO,96.0,Hydro,Reservoir,,1961.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Suvdal (Buvasselva),DRANGEDAL EVERK KF,,15,Drangedal,NO,1.35,Hydro,Reservoir,,2004.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Suvdal (Kleppsvatn),DRANGEDAL EVERK KF,,15,Drangedal,NO,1.5,Hydro,Reservoir,,2004.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Svabo,MO INDUSTRIPARK AS,,33,Rana,NO,3.2,Hydro,Reservoir,,1996.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Svandalsflona,NORSK HYDRO RJUKAN NÆRINGSPARK,,18,Ullensvang,NO,20.0,Hydro,Reservoir,,1977.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Svanedal,DESCONDA AS,,1,Eigersund,NO,0.4,Hydro,Reservoir,,2003.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Svanedal i Gjesdal,,,22,Gjesdal,NO,0.45,Hydro,Reservoir,,1996.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Svardøla,SVARDØLA KRAFT AS,,44,Luster,NO,9.2,Hydro,Reservoir,,2018.0,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Svartdalen,SVARTDALEN KRAFT AS,,34,Masfjorden,NO,7.5,Hydro,Reservoir,,2006.0,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Svartelva,TRØNDERENERGI KRAFT AS,,54,Indre Fosen,NO,15.5,Hydro,Reservoir,,1959.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Svartevatn,SKS PRODUKSJON AS,,4,Bodø,NO,0.759,Hydro,Reservoir,,2008.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Svartisen,STATKRAFT ENERGI AS,,37,Meløy,NO,600.0,Hydro,Reservoir,,1993.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Svartkulp,Aktieselskabet Saudefaldene,,35,Sauda,NO,3.9,Hydro,Reservoir,,2001.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Svarttjern,GLITRE ENERGI PRODUKSJON AS,,49,Lier,NO,0.135,Hydro,Reservoir,,2008.0,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Svartvasselva,UNIKRAFT AS,,25,Grane,NO,0.898,Hydro,Reservoir,,2006.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Svartvatn,HELGELAND KRAFT VANNKRAFT AS,,13,Brønnøy,NO,1.79,Hydro,Reservoir,,2012.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Svatsum 1,SVATSUM ELEKTRISITETSVERK AS,,41,Gausdal,NO,0.9,Hydro,Reservoir,,1915.0,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Svatsum 2,SVATSUM ELEKTRISITETSVERK AS,,41,Gausdal,NO,1.7,Hydro,Reservoir,,2009.0,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Svean,STATKRAFT ENERGI AS,,1,Trondheim ,NO,27.0,Hydro,Reservoir,,1940.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Svelgen I,SVELGEN KRAFT AS,,48,Bremanger,NO,9.1,Hydro,Reservoir,,1921.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Svelgen II,SVELGEN KRAFT AS,,48,Bremanger,NO,29.0,Hydro,Reservoir,,1958.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Svelgen III,SVELGEN KRAFT AS,,48,Bremanger,NO,22.0,Hydro,Reservoir,,1963.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Svelgen IV,SVELGEN KRAFT AS,,48,Bremanger,NO,50.0,Hydro,Reservoir,,1973.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Svelgfoss,NORSK HYDRO RJUKAN NÆRINGSPARK,,8,Notodden,NO,92.0,Hydro,Reservoir,,1958.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sviland,LYSE PRODUKSJON AS,,8,Sandnes,NO,2.0,Hydro,Reservoir,,1908.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Svorka,STATKRAFT ENERGI AS,,66,Surnadal,NO,22.0,Hydro,Reservoir,,1963.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Svorkmo,KRAFTVERKENE I ORKLA DA,,59,Orkland,NO,55.0,Hydro,Reservoir,,1983.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sværa,,,44,Luster,NO,0.019,Hydro,Reservoir,,2003.0,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sværen,SFE PRODUKSJON AS,,40,Sogndal,NO,3.2,Hydro,Reservoir,,2010.0,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sya,SYA KRAFT AS,,59,Orkland,NO,1.2,Hydro,Reservoir,,2009.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sylsjø,STATKRAFT ENERGI AS,,33,Tydal,NO,3.3,Hydro,Reservoir,,2008.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Syrifossen,SYRIKRAFT AS,,21,Voss,NO,2.84,Hydro,Reservoir,,2010.0,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sy-Sima,STATKRAFT ENERGI AS,,19,Eidfjord,NO,620.0,Hydro,Reservoir,,1981.0,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Syversætre Foss,SYVERSÆTRE FOSS KRAFTVERK AS,,18,Åsnes,NO,2.5,Hydro,Reservoir,,2012.0,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sæterstad,KASTNES KNUT,,26,Hattfjelldal,NO,0.035,Hydro,Reservoir,,2004.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sæteråa,,,18,Åsnes,NO,0.032,Hydro,Reservoir,,1998.0,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sætra,LOFOTKRAFT PRODUKSJON AS,,65,Vågan,NO,0.7,Hydro,Reservoir,,1948.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sævareid,SÆVAREID KRAFT AS,,24,Bjørnafjorden,NO,0.8,Hydro,Reservoir,,2006.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Søa,TRØNDERENERGI KRAFT AS,,55,Heim,NO,37.0,Hydro,Reservoir,,1967.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Søberg,SMÅKRAFT AS,,11,Bindal,NO,5.2,Hydro,Reservoir,,2011.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Søfferud,,,47,Søndre Land,NO,0.02,Hydro,Reservoir,,1914.0,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Søkkunda,SØKKUNDA KRAFTVERK AS,,23,Stor-Elvdal,NO,9.0,Hydro,Reservoir,,2017.0,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sølbergfallet,CHR SALVESEN & CHR THAMS'S COMMUNICATIONS AKTIESELSKAB,,59,Orkland,NO,0.3,Hydro,Reservoir,,1900.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sølia,SMÅKRAFT AS,,46,Fjaler,NO,1.96,Hydro,Reservoir,,2016.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sølna,ØSTERDALEN KRAFTPRODUKSJON AS,,28,Alvdal,NO,5.35,Hydro,Reservoir,,2016.0,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sønnå H,Aktieselskabet Saudefaldene,,35,Sauda,NO,212.4,Hydro,Reservoir,,2008.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sønnå L,Aktieselskabet Saudefaldene,,35,Sauda,NO,62.5,Hydro,Reservoir,,2008.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sønsteby,MODUM KRAFTPRODUKSJON KF,,47,Modum,NO,0.1,Hydro,Reservoir,,2010.0,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sørbrandal,TUSSA ENERGI AS,,11,Vanylven,NO,9.5,Hydro,Reservoir,,1951.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sørdalen,SØRDALEN KRAFT AS,,16,Tysnes,NO,0.55,Hydro,Reservoir,,2009.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sørdalselva,SØRDALSKRAFT AS,,28,Vaksdal,NO,1.15,Hydro,Reservoir,,2008.0,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sørdalselva,SMÅKRAFT AS,,11,Vanylven,NO,2.7,Hydro,Reservoir,,2017.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sørfjord I,NORDKRAFT MAGASIN AS,,75,Hamarøy,NO,75.0,Hydro,Reservoir,,1983.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sørfjord II,NORDKRAFT MAGASIN AS,,75,Hamarøy,NO,4.0,Hydro,Reservoir,,1983.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sørfjordkraft,TROMS KRAFT PRODUKSJON AS,,20,Dyrøy,NO,0.7,Hydro,Reservoir,,1988.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sør-Forså,HÅLOGALAND KRAFT PRODUKSJON AS,,13,Ibestad,NO,1.1,Hydro,Reservoir,,1985.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sørmeland,,,20,Osen,NO,0.0075,Hydro,Reservoir,,2003.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Søråi (Momrak),,,23,Fyresdal,NO,0.035,Hydro,Reservoir,,2000.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Søråni,SØRÅNI KRAFT AS,,20,Bygland,NO,7.7,Hydro,Reservoir,,2019.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Søtvik,,,57,Ørland,NO,0.09,Hydro,Reservoir,,2005.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Såheim,NORSK HYDRO RJUKAN NÆRINGSPARK,,18,Tinn,NO,189.0,Hydro,Reservoir,,1915.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tafjord 1,TAFJORD KRAFTPRODUKSJON AS,,78,Fjord,NO,25.0,Hydro,Reservoir,,1923.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tafjord 2,TAFJORD KRAFTPRODUKSJON AS,,78,Fjord,NO,29.5,Hydro,Reservoir,,1952.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tafjord 3,TAFJORD KRAFTPRODUKSJON AS,,78,Fjord,NO,22.0,Hydro,Reservoir,,1958.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tafjord 4,TAFJORD KRAFTPRODUKSJON AS,,78,Fjord,NO,110.0,Hydro,Reservoir,,1968.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tafjord 5,TAFJORD KRAFTPRODUKSJON AS,,78,Fjord,NO,82.7,Hydro,Reservoir,,1982.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tafjord 6,TAFJORD KRAFTPRODUKSJON AS,,78,Fjord,NO,1.8,Hydro,Reservoir,,1994.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tafjord 7 (Fagerbotnvatn),TAFJORD KRAFTPRODUKSJON AS,,78,Fjord,NO,1.1,Hydro,Reservoir,,2006.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tafjord 7 (Fetvatn),TAFJORD KRAFTPRODUKSJON AS,,78,Fjord,NO,2.15,Hydro,Reservoir,,2006.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tafjord 8,TAFJORD KRAFTPRODUKSJON AS,,78,Fjord,NO,2.8,Hydro,Reservoir,,2013.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Takle,SMÅKRAFT AS,,35,Gulen,NO,0.99,Hydro,Reservoir,,2000.0,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tapstad,TAPSTAD KRAFTVERK Jantti,,4,Bodø,NO,0.09,Hydro,Reservoir,,2005.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Taraldsvik,NORDKRAFT MAGASIN AS,,6,Narvik,NO,1.5,Hydro,Reservoir,,1986.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Teitafossen,TEITAFOSSEN KRAFT AS,,50,Gloppen,NO,0.89,Hydro,Reservoir,,2009.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Teksdal,FOSENKRAFT ENERGI AS,,57,Ørland,NO,2.5,Hydro,Reservoir,,1943.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tendeland,,,46,Tysvær,NO,0.022,Hydro,Reservoir,,1995.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tenneelva,TUSSA ENERGI AS,,11,Vanylven,NO,3.4,Hydro,Reservoir,,2018.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tennesvatn,LOFOTKRAFT PRODUKSJON AS,,74,Moskenes,NO,1.5,Hydro,Reservoir,,1937.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tesgjolo,TESGJOLO KRAFT AS,,21,Voss,NO,0.99,Hydro,Reservoir,,2018.0,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tesra,TESRA KRAFT SA,,11,Vanylven,NO,0.22,Hydro,Reservoir,,2011.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tevla,NTE ENERGI AS,,34,Meråker,NO,49.6,Hydro,Pumped storage,,1994.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Thue,"KNUT U, THUE",,40,Sogndal,NO,0.075,Hydro,Reservoir,,2011.0,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Timbra,NYDALSELVA KRAFT AS,,50,Gloppen,NO,2.9,Hydro,Reservoir,,2018.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tinfos I,TINFOS AS,,8,Notodden,NO,41.0,Hydro,Reservoir,,1955.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tinfos II,TINFOS AS,,8,Notodden,NO,3.5,Hydro,Reservoir,,1912.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tinnkraft,TINNKRAFT AS,,18,Tinn,NO,2.9,Hydro,Reservoir,,2008.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tisjøen,EIDSVOLL KOMMUNE,,35,Eidsvoll,NO,0.075,Hydro,Reservoir,,2009.0,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tisleifjord,SKAGERAK KRAFT AS,,51,Nord-Aurdal,NO,1.65,Hydro,Reservoir,,2014.0,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tistedalsfoss,HALDEN KRAFTPRODUKSJON AS,,1,Halden,NO,20.0,Hydro,Reservoir,,1955.0,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tjodan,LYSE PRODUKSJON AS,,8,Sandnes,NO,110.0,Hydro,Reservoir,,1984.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tjodanpollen,LYSE PRODUKSJON AS,,8,Sandnes,NO,3.5,Hydro,Pumped storage,,1985.0,,,,,Renewable energy,Hydro,,Zone: NO2,Pump only,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tjønna,TAFJORD KRAFTPRODUKSJON AS,,78,Fjord,NO,0.2,Hydro,Pumped storage,,1995.0,,,,,Renewable energy,Hydro,,Zone: NO3,Pump only,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tjønnefoss,AGDER ENERGI VANNKRAFT AS,,22,Nissedal,NO,6.0,Hydro,Reservoir,,1966.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tjørhom,SIRA KVINA KRAFTSELSKAP,,28,Sirdal,NO,120.0,Hydro,Reservoir,,1973.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tjørn I,KNUT ESPENES,,11,Sokndal,NO,0.155,Hydro,Reservoir,,2011.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tjørn II,KNUT ESPENES,,11,Sokndal,NO,0.045,Hydro,Reservoir,,2011.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tjøstheim,TJØSTHEIM KRAFT AS,,34,Suldal,NO,4.16,Hydro,Reservoir,,2005.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tjøtaelva,SMÅKRAFT AS,,50,Gloppen,NO,2.3,Hydro,Reservoir,,2011.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Todøla,TODØLA KRAFTVERK AS,,40,Nesbyen,NO,3.2,Hydro,Reservoir,,2019.0,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tokke,STATKRAFT ENERGI AS,,24,Tokke,NO,430.0,Hydro,Reservoir,,1961.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Toklev,SKAGERAK KRAFT AS,,12,Siljan,NO,4.8,Hydro,Reservoir,,1921.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tonstad,SIRA KVINA KRAFTSELSKAP,,28,Sirdal,NO,960.0,Hydro,Reservoir,,1968.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Tore Holmen,,,75,Hamarøy,NO,0.004,Hydro,Reservoir,,1998.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Torjul,SØRHEIM KRISTIN MARIE,,60,Tingvoll,NO,0.036000000000000004,Hydro,Reservoir,,1995.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Torpa,E-CO ENERGI AS,,48,Nordre Land,NO,150.0,Hydro,Reservoir,,1989.0,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
